//CoDeSys Mapping Export V1.2;;;;;
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name
//Important: change only first, third or fourth column in Excel or add variable name before first ;;;;;
;Зарезервировно@161;;;;A1_10
Application_PAZ.PAZ_GVL.A1_10.check_ch27;>Достоверность значения@26;;;;A1_10
;di28;;;;A1_10
Application_PAZ.PAZ_GVL.A1_10.in_ch28;Значение@27;;;;A1_10
;Зарезервировно@162;;;;A1_10
;Зарезервировно@163;;;;A1_10
;Зарезервировно@164;;;;A1_10
;Зарезервировно@165;;;;A1_10
;Зарезервировно@166;;;;A1_10
;Зарезервировно@167;;;;A1_10
Application_PAZ.PAZ_GVL.A1_10.check_ch28;>Достоверность значения@27;;;;A1_10
Application_PAZ.PAZ_GVL.A1_10.hwErr;HwError;;;;A1_10
